Event	Sub-task	Train Data (size, pos., neg.)	Dev Data (size, pos., neg.)	Test Data (size, pos., neg.)	model name	accuracy	CM	pos. F1	SQuAD_total	SQuAD_EM	SQuAD_F1	SQuAD_Pos. EM_F1_total	SQuAD_Pos. EM	SQuAD_Pos. F1	dev_threshold	dev_N	dev_F1	dev_P	dev_R	dev_TP	dev_FP	dev_FN	N	F1	P	R	TP	FP	FN
tested_negative	gender_female	(7251, {'age': 8, 'close_contact': 21, 'gender_male': 121, 'gender_female': 47, 'how_long': 12, 'name': 334, 'relation': 57, 'when': 13, 'where': 68}, {'age': 7243, 'close_contact': 7230, 'gender_male': 7130, 'gender_female': 7204, 'how_long': 7239, 'name': 6917, 'relation': 7194, 'when': 7238, 'where': 7183})	(1942, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1942, 'close_contact': 1941, 'gender_male': 1926, 'gender_female': 1922, 'how_long': 1936, 'name': 1849, 'relation': 1924, 'when': 1938, 'where': 1915})	(3238, {'age': 3, 'close_contact': 3, 'gender_male': 49, 'gender_female': 22, 'how_long': 3, 'name': 144, 'relation': 27, 'when': 7, 'where': 22}, {'age': 3235, 'close_contact': 3235, 'gender_male': 3189, 'gender_female': 3216, 'how_long': 3235, 'name': 3094, 'relation': 3211, 'when': 3231, 'where': 3216})	MultiTaskBertForCovidEntityClassification	0.9932056825200741	[[3201, 15], [7, 15]]	0.576923076923077	293.0	93.51535836177474	94.05315958216981	23.0	69.56521739130434	76.41633728590251	0.9	20.0	0.7777777777777777	0.875	0.7	14.0	2.0	6.0	22.0	0.6	0.5357142857142857	0.6818181818181818	15.0	13.0	7.0
tested_negative	how_long	(7251, {'age': 8, 'close_contact': 21, 'gender_male': 121, 'gender_female': 47, 'how_long': 12, 'name': 334, 'relation': 57, 'when': 13, 'where': 68}, {'age': 7243, 'close_contact': 7230, 'gender_male': 7130, 'gender_female': 7204, 'how_long': 7239, 'name': 6917, 'relation': 7194, 'when': 7238, 'where': 7183})	(1942, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1942, 'close_contact': 1941, 'gender_male': 1926, 'gender_female': 1922, 'how_long': 1936, 'name': 1849, 'relation': 1924, 'when': 1938, 'where': 1915})	(3238, {'age': 3, 'close_contact': 3, 'gender_male': 49, 'gender_female': 22, 'how_long': 3, 'name': 144, 'relation': 27, 'when': 7, 'where': 22}, {'age': 3235, 'close_contact': 3235, 'gender_male': 3189, 'gender_female': 3216, 'how_long': 3235, 'name': 3094, 'relation': 3211, 'when': 3231, 'where': 3216})	MultiTaskBertForCovidEntityClassification	0.9990735021618283	[[3235, 0], [3, 0]]	0.0	289.0	98.96193771626298	98.96193771626298	3.0	0.0	0.0	0.5	6.0	0.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0
tested_negative	name	(7251, {'age': 8, 'close_contact': 21, 'gender_male': 121, 'gender_female': 47, 'how_long': 12, 'name': 334, 'relation': 57, 'when': 13, 'where': 68}, {'age': 7243, 'close_contact': 7230, 'gender_male': 7130, 'gender_female': 7204, 'how_long': 7239, 'name': 6917, 'relation': 7194, 'when': 7238, 'where': 7183})	(1942, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1942, 'close_contact': 1941, 'gender_male': 1926, 'gender_female': 1922, 'how_long': 1936, 'name': 1849, 'relation': 1924, 'when': 1938, 'where': 1915})	(3238, {'age': 3, 'close_contact': 3, 'gender_male': 49, 'gender_female': 22, 'how_long': 3, 'name': 144, 'relation': 27, 'when': 7, 'where': 22}, {'age': 3235, 'close_contact': 3235, 'gender_male': 3189, 'gender_female': 3216, 'how_long': 3235, 'name': 3094, 'relation': 3211, 'when': 3231, 'where': 3216})	MultiTaskBertForCovidEntityClassification	0.9638665843113032	[[3036, 58], [59, 85]]	0.5923344947735192	309.0	70.55016181229773	72.46069105292406	148.0	58.108108108108105	62.09698334698335	0.1	93.0	0.6597938144329898	0.6336633663366337	0.6881720430107527	64.0	37.0	29.0	144.0	0.5882352941176471	0.5555555555555556	0.625	90.0	72.0	54.0
tested_negative	relation	(7251, {'age': 8, 'close_contact': 21, 'gender_male': 121, 'gender_female': 47, 'how_long': 12, 'name': 334, 'relation': 57, 'when': 13, 'where': 68}, {'age': 7243, 'close_contact': 7230, 'gender_male': 7130, 'gender_female': 7204, 'how_long': 7239, 'name': 6917, 'relation': 7194, 'when': 7238, 'where': 7183})	(1942, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1942, 'close_contact': 1941, 'gender_male': 1926, 'gender_female': 1922, 'how_long': 1936, 'name': 1849, 'relation': 1924, 'when': 1938, 'where': 1915})	(3238, {'age': 3, 'close_contact': 3, 'gender_male': 49, 'gender_female': 22, 'how_long': 3, 'name': 144, 'relation': 27, 'when': 7, 'where': 22}, {'age': 3235, 'close_contact': 3235, 'gender_male': 3189, 'gender_female': 3216, 'how_long': 3235, 'name': 3094, 'relation': 3211, 'when': 3231, 'where': 3216})	MultiTaskBertForCovidEntityClassification	0.9932056825200741	[[3200, 11], [11, 16]]	0.5925925925925926	291.0	93.81443298969072	94.21534936998854	27.0	62.96296296296296	67.28395061728395	0.4	18.0	0.6153846153846153	0.5714285714285714	0.6666666666666666	12.0	9.0	6.0	27.0	0.5714285714285714	0.5517241379310345	0.5925925925925926	16.0	13.0	11.0
tested_negative	when	(7251, {'age': 8, 'close_contact': 21, 'gender_male': 121, 'gender_female': 47, 'how_long': 12, 'name': 334, 'relation': 57, 'when': 13, 'where': 68}, {'age': 7243, 'close_contact': 7230, 'gender_male': 7130, 'gender_female': 7204, 'how_long': 7239, 'name': 6917, 'relation': 7194, 'when': 7238, 'where': 7183})	(1942, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1942, 'close_contact': 1941, 'gender_male': 1926, 'gender_female': 1922, 'how_long': 1936, 'name': 1849, 'relation': 1924, 'when': 1938, 'where': 1915})	(3238, {'age': 3, 'close_contact': 3, 'gender_male': 49, 'gender_female': 22, 'how_long': 3, 'name': 144, 'relation': 27, 'when': 7, 'where': 22}, {'age': 3235, 'close_contact': 3235, 'gender_male': 3189, 'gender_female': 3216, 'how_long': 3235, 'name': 3094, 'relation': 3211, 'when': 3231, 'where': 3216})	MultiTaskBertForCovidEntityClassification	0.9975293390982087	[[3230, 1], [7, 0]]	0.0	289.0	98.26989619377163	98.26989619377163	4.0	0.0	0.0	0.1	4.0	0.4	1.0	0.25	1.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0	3.0	7.0
tested_negative	where	(7251, {'age': 8, 'close_contact': 21, 'gender_male': 121, 'gender_female': 47, 'how_long': 12, 'name': 334, 'relation': 57, 'when': 13, 'where': 68}, {'age': 7243, 'close_contact': 7230, 'gender_male': 7130, 'gender_female': 7204, 'how_long': 7239, 'name': 6917, 'relation': 7194, 'when': 7238, 'where': 7183})	(1942, {'age': 0, 'close_contact': 1, 'gender_male': 16, 'gender_female': 20, 'how_long': 6, 'name': 93, 'relation': 18, 'when': 4, 'where': 27}, {'age': 1942, 'close_contact': 1941, 'gender_male': 1926, 'gender_female': 1922, 'how_long': 1936, 'name': 1849, 'relation': 1924, 'when': 1938, 'where': 1915})	(3238, {'age': 3, 'close_contact': 3, 'gender_male': 49, 'gender_female': 22, 'how_long': 3, 'name': 144, 'relation': 27, 'when': 7, 'where': 22}, {'age': 3235, 'close_contact': 3235, 'gender_male': 3189, 'gender_female': 3216, 'how_long': 3235, 'name': 3094, 'relation': 3211, 'when': 3231, 'where': 3216})	MultiTaskBertForCovidEntityClassification	0.9913526868437307	[[3202, 14], [14, 8]]	0.36363636363636365	295.0	91.52542372881356	91.75141242937852	22.0	36.36363636363637	39.3939393939394	0.6	27.0	0.43902439024390244	0.6428571428571429	0.3333333333333333	9.0	5.0	18.0	22.0	0.3255813953488372	0.3333333333333333	0.3181818181818182	7.0	14.0	15.0
can_not_test	name	(8424, {'name': 267, 'relation': 109, 'symptoms': 161, 'when': 8, 'where': 63}, {'name': 8157, 'relation': 8315, 'symptoms': 8263, 'when': 8416, 'where': 8361})	(2225, {'name': 82, 'relation': 32, 'symptoms': 46, 'when': 1, 'where': 20}, {'name': 2143, 'relation': 2193, 'symptoms': 2179, 'when': 2224, 'where': 2205})	(3383, {'name': 108, 'relation': 44, 'symptoms': 55, 'when': 1, 'where': 24}, {'name': 3275, 'relation': 3339, 'symptoms': 3328, 'when': 3382, 'where': 3359})	MultiTaskBertForCovidEntityClassification	0.97073603310671	[[3226, 49], [50, 58]]	0.5395348837209303	303.0	75.24752475247524	76.42071349992143	114.0	50.87719298245614	53.99540517961571	0.5	82.0	0.5895953757225434	0.5604395604395604	0.6219512195121951	51.0	40.0	31.0	108.0	0.5395348837209303	0.5420560747663551	0.5370370370370371	58.0	49.0	50.0
can_not_test	relation	(8424, {'name': 267, 'relation': 109, 'symptoms': 161, 'when': 8, 'where': 63}, {'name': 8157, 'relation': 8315, 'symptoms': 8263, 'when': 8416, 'where': 8361})	(2225, {'name': 82, 'relation': 32, 'symptoms': 46, 'when': 1, 'where': 20}, {'name': 2143, 'relation': 2193, 'symptoms': 2179, 'when': 2224, 'where': 2205})	(3383, {'name': 108, 'relation': 44, 'symptoms': 55, 'when': 1, 'where': 24}, {'name': 3275, 'relation': 3339, 'symptoms': 3328, 'when': 3382, 'where': 3359})	MultiTaskBertForCovidEntityClassification	0.9896541531185339	[[3326, 13], [22, 22]]	0.5569620253164557	290.0	91.37931034482759	92.20279146141216	38.0	57.89473684210526	64.17919799498746	0.1	32.0	0.5952380952380952	0.4807692307692308	0.78125	25.0	27.0	7.0	44.0	0.5747126436781609	0.5813953488372093	0.5681818181818182	25.0	18.0	19.0
can_not_test	symptoms	(8424, {'name': 267, 'relation': 109, 'symptoms': 161, 'when': 8, 'where': 63}, {'name': 8157, 'relation': 8315, 'symptoms': 8263, 'when': 8416, 'where': 8361})	(2225, {'name': 82, 'relation': 32, 'symptoms': 46, 'when': 1, 'where': 20}, {'name': 2143, 'relation': 2193, 'symptoms': 2179, 'when': 2224, 'where': 2205})	(3383, {'name': 108, 'relation': 44, 'symptoms': 55, 'when': 1, 'where': 24}, {'name': 3275, 'relation': 3339, 'symptoms': 3328, 'when': 3382, 'where': 3359})	MultiTaskBertForCovidEntityClassification	0.9843334318652084	[[3306, 22], [31, 24]]	0.4752475247524752	287.0	85.71428571428571	85.94657375145181	47.0	51.06382978723404	52.4822695035461	0.2	46.0	0.5840707964601769	0.4925373134328358	0.717391304347826	33.0	34.0	13.0	55.0	0.5084745762711864	0.47619047619047616	0.5454545454545454	30.0	33.0	25.0
can_not_test	when	(8424, {'name': 267, 'relation': 109, 'symptoms': 161, 'when': 8, 'where': 63}, {'name': 8157, 'relation': 8315, 'symptoms': 8263, 'when': 8416, 'where': 8361})	(2225, {'name': 82, 'relation': 32, 'symptoms': 46, 'when': 1, 'where': 20}, {'name': 2143, 'relation': 2193, 'symptoms': 2179, 'when': 2224, 'where': 2205})	(3383, {'name': 108, 'relation': 44, 'symptoms': 55, 'when': 1, 'where': 24}, {'name': 3275, 'relation': 3339, 'symptoms': 3328, 'when': 3382, 'where': 3359})	MultiTaskBertForCovidEntityClassification	0.9997044043748152	[[3382, 0], [1, 0]]	0.0	284.0	99.64788732394366	99.64788732394366	1.0	0.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0
can_not_test	where	(8424, {'name': 267, 'relation': 109, 'symptoms': 161, 'when': 8, 'where': 63}, {'name': 8157, 'relation': 8315, 'symptoms': 8263, 'when': 8416, 'where': 8361})	(2225, {'name': 82, 'relation': 32, 'symptoms': 46, 'when': 1, 'where': 20}, {'name': 2143, 'relation': 2193, 'symptoms': 2179, 'when': 2224, 'where': 2205})	(3383, {'name': 108, 'relation': 44, 'symptoms': 55, 'when': 1, 'where': 24}, {'name': 3275, 'relation': 3339, 'symptoms': 3328, 'when': 3382, 'where': 3359})	MultiTaskBertForCovidEntityClassification	0.9937924918711203	[[3349, 10], [11, 13]]	0.5531914893617021	286.0	93.7062937062937	93.93939393939394	22.0	59.09090909090909	62.12121212121212	0.5	20.0	0.553191489361702	0.48148148148148145	0.65	13.0	14.0	7.0	24.0	0.5531914893617021	0.5652173913043478	0.5416666666666666	13.0	10.0	11.0
death	age	(8564, {'age': 61, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 41, 'where': 131}, {'age': 8503, 'name': 8296, 'relation': 8542, 'symptoms': 8557, 'when': 8523, 'where': 8433})	(2144, {'age': 18, 'name': 63, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2126, 'name': 2081, 'relation': 2135, 'symptoms': 2143, 'when': 2131, 'where': 2116})	(3546, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3513, 'name': 3404, 'relation': 3520, 'symptoms': 3542, 'when': 3509, 'where': 3493})	MultiTaskBertForCovidEntityClassification	0.994077834179357	[[3497, 16], [5, 28]]	0.7272727272727273	321.0	94.39252336448598	95.6282450674974	40.0	70.0	79.91666666666666	0.1	18.0	0.8717948717948718	0.8095238095238095	0.9444444444444444	17.0	4.0	1.0	33.0	0.6987951807228915	0.58	0.8787878787878788	29.0	21.0	4.0
death	name	(8564, {'age': 61, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 41, 'where': 131}, {'age': 8503, 'name': 8296, 'relation': 8542, 'symptoms': 8557, 'when': 8523, 'where': 8433})	(2144, {'age': 18, 'name': 63, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2126, 'name': 2081, 'relation': 2135, 'symptoms': 2143, 'when': 2131, 'where': 2116})	(3546, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3513, 'name': 3404, 'relation': 3520, 'symptoms': 3542, 'when': 3509, 'where': 3493})	MultiTaskBertForCovidEntityClassification	0.9765933446136492	[[3362, 42], [41, 101]]	0.7087719298245614	338.0	78.69822485207101	81.73717308332694	155.0	65.16129032258064	71.78815807848066	0.7	63.0	0.6618705035971223	0.6052631578947368	0.7301587301587301	46.0	30.0	17.0	142.0	0.7168458781362007	0.7299270072992701	0.704225352112676	100.0	37.0	42.0
death	relation	(8564, {'age': 61, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 41, 'where': 131}, {'age': 8503, 'name': 8296, 'relation': 8542, 'symptoms': 8557, 'when': 8523, 'where': 8433})	(2144, {'age': 18, 'name': 63, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2126, 'name': 2081, 'relation': 2135, 'symptoms': 2143, 'when': 2131, 'where': 2116})	(3546, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3513, 'name': 3404, 'relation': 3520, 'symptoms': 3542, 'when': 3509, 'where': 3493})	MultiTaskBertForCovidEntityClassification	0.9932318104906938	[[3514, 6], [18, 8]]	0.4	311.0	93.89067524115755	94.13183279742765	22.0	36.36363636363637	39.77272727272727	0.2	9.0	0.6	0.5454545454545454	0.6666666666666666	6.0	5.0	3.0	26.0	0.4888888888888889	0.5789473684210527	0.4230769230769231	11.0	8.0	15.0
death	symptoms	(8564, {'age': 61, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 41, 'where': 131}, {'age': 8503, 'name': 8296, 'relation': 8542, 'symptoms': 8557, 'when': 8523, 'where': 8433})	(2144, {'age': 18, 'name': 63, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2126, 'name': 2081, 'relation': 2135, 'symptoms': 2143, 'when': 2131, 'where': 2116})	(3546, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3513, 'name': 3404, 'relation': 3520, 'symptoms': 3542, 'when': 3509, 'where': 3493})	MultiTaskBertForCovidEntityClassification	0.9988719684151156	[[3542, 0], [4, 0]]	0.0	310.0	99.6774193548387	99.6774193548387	1.0	0.0	0.0	0.5	1.0	0.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	4.0
death	when	(8564, {'age': 61, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 41, 'where': 131}, {'age': 8503, 'name': 8296, 'relation': 8542, 'symptoms': 8557, 'when': 8523, 'where': 8433})	(2144, {'age': 18, 'name': 63, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2126, 'name': 2081, 'relation': 2135, 'symptoms': 2143, 'when': 2131, 'where': 2116})	(3546, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3513, 'name': 3404, 'relation': 3520, 'symptoms': 3542, 'when': 3509, 'where': 3493})	MultiTaskBertForCovidEntityClassification	0.9918217710095882	[[3495, 14], [15, 22]]	0.6027397260273972	313.0	92.01277955271566	92.17252396166134	34.0	64.70588235294117	66.17647058823529	0.9	13.0	0.64	0.6666666666666666	0.6153846153846154	8.0	4.0	5.0	37.0	0.5714285714285714	0.6060606060606061	0.5405405405405406	20.0	13.0	17.0
death	where	(8564, {'age': 61, 'name': 268, 'relation': 22, 'symptoms': 7, 'when': 41, 'where': 131}, {'age': 8503, 'name': 8296, 'relation': 8542, 'symptoms': 8557, 'when': 8523, 'where': 8433})	(2144, {'age': 18, 'name': 63, 'relation': 9, 'symptoms': 1, 'when': 13, 'where': 28}, {'age': 2126, 'name': 2081, 'relation': 2135, 'symptoms': 2143, 'when': 2131, 'where': 2116})	(3546, {'age': 33, 'name': 142, 'relation': 26, 'symptoms': 4, 'when': 37, 'where': 53}, {'age': 3513, 'name': 3404, 'relation': 3520, 'symptoms': 3542, 'when': 3509, 'where': 3493})	MultiTaskBertForCovidEntityClassification	0.9847715736040609	[[3455, 38], [16, 37]]	0.578125	327.0	85.3211009174312	85.80020387359838	54.0	68.51851851851852	71.41975308641975	0.9	28.0	0.6666666666666665	0.6	0.75	21.0	14.0	7.0	53.0	0.5932203389830508	0.5384615384615384	0.660377358490566	35.0	30.0	18.0
cure	opinion	(7255, {'opinion': 160, 'what_cure': 316, 'who_cure': 149}, {'opinion': 7095, 'what_cure': 6939, 'who_cure': 7106})	(1839, {'opinion': 41, 'what_cure': 94, 'who_cure': 39}, {'opinion': 1798, 'what_cure': 1745, 'who_cure': 1800})	(3090, {'opinion': 63, 'what_cure': 149, 'who_cure': 61}, {'opinion': 3027, 'what_cure': 2941, 'who_cure': 3029})	MultiTaskBertForCovidEntityClassification	0.9776699029126213	[[2983, 44], [25, 38]]	0.5241379310344827	312.0	77.88461538461539	77.88461538461539	63.0	60.317460317460316	60.317460317460316	0.3	41.0	0.5544554455445545	0.4666666666666667	0.6829268292682927	28.0	32.0	13.0	63.0	0.5131578947368421	0.43820224719101125	0.6190476190476191	39.0	50.0	24.0
cure	what_cure	(7255, {'opinion': 160, 'what_cure': 316, 'who_cure': 149}, {'opinion': 7095, 'what_cure': 6939, 'who_cure': 7106})	(1839, {'opinion': 41, 'what_cure': 94, 'who_cure': 39}, {'opinion': 1798, 'what_cure': 1745, 'who_cure': 1800})	(3090, {'opinion': 63, 'what_cure': 149, 'who_cure': 61}, {'opinion': 3027, 'what_cure': 2941, 'who_cure': 3029})	MultiTaskBertForCovidEntityClassification	0.9640776699029127	[[2876, 65], [46, 103]]	0.6498422712933754	363.0	74.65564738292011	79.49201548375103	173.0	60.69364161849711	70.84162786474926	0.3	94.0	0.6132075471698113	0.5508474576271186	0.6914893617021277	65.0	53.0	29.0	149.0	0.6484848484848484	0.5911602209944752	0.7181208053691275	107.0	74.0	42.0
cure	who_cure	(7255, {'opinion': 160, 'what_cure': 316, 'who_cure': 149}, {'opinion': 7095, 'what_cure': 6939, 'who_cure': 7106})	(1839, {'opinion': 41, 'what_cure': 94, 'who_cure': 39}, {'opinion': 1798, 'what_cure': 1745, 'who_cure': 1800})	(3090, {'opinion': 63, 'what_cure': 149, 'who_cure': 61}, {'opinion': 3027, 'what_cure': 2941, 'who_cure': 3029})	MultiTaskBertForCovidEntityClassification	0.9770226537216828	[[2994, 35], [36, 25]]	0.4132231404958678	316.0	78.79746835443038	79.0084388185654	60.0	43.333333333333336	44.44444444444445	0.9	39.0	0.34375	0.44	0.28205128205128205	11.0	14.0	28.0	61.0	0.40384615384615385	0.4883720930232558	0.3442622950819672	21.0	22.0	40.0
